Id_vente;Date_transaction;Valeur;Id_bien
4938;29/05/2020 00:00;97000;28279AC15426
5018;29/05/2020 00:00;60000;2919KS371
5019;29/05/2020 00:00;69500;2919AE19821
5024;29/05/2020 00:00;51000;2919CD87349
5029;29/05/2020 00:00;66500;2919AX721
5042;29/05/2020 00:00;137000;29189BE34820
5058;29/05/2020 00:00;31000;29151AW218124
5063;29/05/2020 00:00;63000;29105BV4457
5064;29/05/2020 00:00;92000;29151AN22635
5271;29/05/2020 00:00;172000;2A4BR346149
5277;29/05/2020 00:00;115000;2A4BP37218
5534;29/05/2020 00:00;295000;30189DO14561
5558;29/05/2020 00:00;195000;3075AS534
5559;29/05/2020 00:00;82000;30133BD10234
5560;29/05/2020 00:00;67860;30133BZ42430
5563;29/05/2020 00:00;107000;30133BW247133
5569;29/05/2020 00:00;150700;30133BK12211
5574;29/05/2020 00:00;80000;303AD811
5583;29/05/2020 00:00;62000;30325AB4541
5680;29/05/2020 00:00;152000;30334AY11127
5840;29/05/2020 00:00;98225;31555831AV9640
5848;29/05/2020 00:00;248700;31555839AB303339
5849;29/05/2020 00:00;251220;31555810AB63672
5854;29/05/2020 00:00;116000;31555835AH12660
5857;29/05/2020 00:00;240000;31555823AC6811
5871;29/05/2020 00:00;84000;31186AH10621
5872;29/05/2020 00:00;104000;31555814AB34016
5891;29/05/2020 00:00;349000;31555803AE3702
5892;29/05/2020 00:00;68000;31555826AD47814
5961;29/05/2020 00:00;161500;31232F223945
5963;29/05/2020 00:00;143500;31555846AM11313
5966;29/05/2020 00:00;55000;31555840AD537168
6012;29/05/2020 00:00;58500;31396A1615308
6177;29/05/2020 00:00;272300;33162AO2762
6188;29/05/2020 00:00;419000;3369AM10241
6189;29/05/2020 00:00;307500;3363NL2126
6204;29/05/2020 00:00;261000;3375BA26237
6213;29/05/2020 00:00;247000;3375AS34137
6594;29/05/2020 00:00;100000;33318DI25046
6596;29/05/2020 00:00;155000;3390AN24925
6613;29/05/2020 00:00;563000;3363HE3754
6623;29/05/2020 00:00;212000;3363IO27823
6630;29/05/2020 00:00;225000;33273AL4218
6640;29/05/2020 00:00;100000;33192BE10213503
6644;29/05/2020 00:00;303585;3363IZ7544
6670;29/05/2020 00:00;293600;3363DN905
6675;29/05/2020 00:00;195130;33550CI10031
6685;29/05/2020 00:00;156200;3363DR949
6768;29/05/2020 00:00;163000;3363DU613
7032;29/05/2020 00:00;165861;33199BM8510
7037;29/05/2020 00:00;190000;33119AN29379
7038;29/05/2020 00:00;170000;33249AC25221
7052;29/05/2020 00:00;1096150;33236LS791
7069;29/05/2020 00:00;110000;33241B8079
7083;29/05/2020 00:00;246000;3311AM817
7085;29/05/2020 00:00;228000;3363AE101148
7087;29/05/2020 00:00;115700;33527BF32122
7093;29/05/2020 00:00;282000;3363AI505
7097;29/05/2020 00:00;713810;33236LI1894
7101;29/05/2020 00:00;230000;339AD24613
7104;29/05/2020 00:00;94787;33167AW15578
7257;29/05/2020 00:00;115000;33203CA7213
7340;29/05/2020 00:00;153000;34344AX362
7343;29/05/2020 00:00;319800;34344AI3925
7347;29/05/2020 00:00;287000;34172HX2939
7348;29/05/2020 00:00;62000;34172MT109103
7349;29/05/2020 00:00;380000;34154EO1978
7582;29/05/2020 00:00;127000;34145AK1191
7588;29/05/2020 00:00;81000;34108AP31737
7595;29/05/2020 00:00;122400;34301BT29211
7605;29/05/2020 00:00;108700;34157CP454
7620;29/05/2020 00:00;116220;3479BR4346
7756;29/05/2020 00:00;85500;343MY14062
7767;29/05/2020 00:00;39000;343OE49217
7768;29/05/2020 00:00;47000;343OE49339
7770;29/05/2020 00:00;118000;343NL5367
7771;29/05/2020 00:00;184500;343KA70188
7774;29/05/2020 00:00;40000;34299AA1091
7975;29/05/2020 00:00;242500;35238KV630118
7979;29/05/2020 00:00;272000;35238DI3384
7982;29/05/2020 00:00;162000;35238KZ26820
7991;29/05/2020 00:00;190000;351AI55625
8000;29/05/2020 00:00;115000;35238IW17125
8010;29/05/2020 00:00;199000;35238AC110082
8058;29/05/2020 00:00;163000;35131AM38339
8216;29/05/2020 00:00;52000;3593J103011
8251;29/05/2020 00:00;122500;35360AE5973
8253;29/05/2020 00:00;98000;35239AC3344
8357;29/05/2020 00:00;170000;37214AW24182
8365;29/05/2020 00:00;125000;37195AO17610
8366;29/05/2020 00:00;98500;37261DN268175
8374;29/05/2020 00:00;45000;37233AC682268
8376;29/05/2020 00:00;170000;37151AE123
8390;29/05/2020 00:00;130000;37261EI4335
8395;29/05/2020 00:00;87500;37261AV57139
8409;29/05/2020 00:00;129290;3718AN2851
8410;29/05/2020 00:00;54800;3750AR224
8631;29/05/2020 00:00;367000;38431AM891
8635;29/05/2020 00:00;149000;38151AV272199
8636;29/05/2020 00:00;85500;38151AE2718
8649;29/05/2020 00:00;190750;38151AL41222
8827;29/05/2020 00:00;79000;38150D356109
8844;29/05/2020 00:00;28500;38567BB7096
8859;29/05/2020 00:00;332500;38383C125016
8862;29/05/2020 00:00;82500;38567BB47302
8982;29/05/2020 00:00;50350;38548AV2416
8986;29/05/2020 00:00;112300;38548AW41744
9049;29/05/2020 00:00;205000;3830AP3141
9050;29/05/2020 00:00;92000;38387B89713
9104;29/05/2020 00:00;71500;39411AD715
9109;29/05/2020 00:00;54600;3947AI35131
9400;29/05/2020 00:00;212150;40184AK422
9405;29/05/2020 00:00;199000;40184AD3203
9427;29/05/2020 00:00;123870;40279AC41014
9428;29/05/2020 00:00;59200;40283AK57017
9451;29/05/2020 00:00;75000;40192BC68844
9520;29/05/2020 00:00;83000;4118CV350216
9615;29/05/2020 00:00;129000;42218BH452
9635;29/05/2020 00:00;36000;42218LN1384
9871;29/05/2020 00:00;56000;42187AK9363
9876;29/05/2020 00:00;76000;42187AL291307
9877;29/05/2020 00:00;15500;42187AD161168
9885;29/05/2020 00:00;35000;42184AI6176
9893;29/05/2020 00:00;41000;42187BD7319
9934;29/05/2020 00:00;110000;43157AT3783
9938;29/05/2020 00:00;100800;43157AP2269
10164;29/05/2020 00:00;167085;44109HK24
10168;29/05/2020 00:00;98020;44109NS58334
10169;29/05/2020 00:00;97295;44109NS58336
10170;29/05/2020 00:00;148000;44162BR744810
10174;29/05/2020 00:00;100000;44190BW163121
10175;29/05/2020 00:00;132000;44162CK480
10180;29/05/2020 00:00;98900;44109KV3786
10196;29/05/2020 00:00;181000;44190DD24223
10199;29/05/2020 00:00;63000;44109VP5648
10208;29/05/2020 00:00;404000;44109CR14624
10217;29/05/2020 00:00;365000;44109DY15310
10235;29/05/2020 00:00;88000;44109DV3780
10426;29/05/2020 00:00;160000;4435AD30327
10428;29/05/2020 00:00;195000;44209AC32
10450;29/05/2020 00:00;65820;4426AL3623
10451;29/05/2020 00:00;210000;44143AR58033
10506;29/05/2020 00:00;329000;44154AE6134
10593;29/05/2020 00:00;104000;44184YH227116
10600;29/05/2020 00:00;93000;44185BC74112
10606;29/05/2020 00:00;85000;44132AT38329
10611;29/05/2020 00:00;121000;44184XT134320
10733;29/05/2020 00:00;189598,58;44135AD7516
10734;29/05/2020 00:00;271000;4455BV19744
10738;29/05/2020 00:00;96450;44151BZ62822
10763;29/05/2020 00:00;152700;4455CD3842
10936;29/05/2020 00:00;63000;45232AZ1410222
10939;29/05/2020 00:00;76280;45284BK124945
10948;29/05/2020 00:00;128000;45302BX591
10955;29/05/2020 00:00;249100;45234AN33926
10957;29/05/2020 00:00;93000;45286AB389151
10958;29/05/2020 00:00;71000;45234BD19422
11083;29/05/2020 00:00;35000;45155AE17921
11119;29/05/2020 00:00;153000;47201A127920
11120;29/05/2020 00:00;76900;4769C127537
11163;29/05/2020 00:00;16991;47323EW93516
11166;29/05/2020 00:00;101770;47323HM9449
11188;29/05/2020 00:00;17500;4895AR2168
11278;29/05/2020 00:00;81000;497DZ721235
11282;29/05/2020 00:00;122350;497EH47014
11298;29/05/2020 00:00;184700;497CY840115
11355;29/05/2020 00:00;60000;497AN54724
11358;29/05/2020 00:00;110000;497EY568181
11396;29/05/2020 00:00;42000;4999AC57417
11411;29/05/2020 00:00;63500;49328AR489310
11426;29/05/2020 00:00;42000;49331AB57111
11506;29/05/2020 00:00;184000;50129AC15116
11509;29/05/2020 00:00;157717;50129BC1033
11596;29/05/2020 00:00;59265;51108AZ855130
11598;29/05/2020 00:00;53500;51108AZ2681
11606;29/05/2020 00:00;47500;51108AW2719
11621;29/05/2020 00:00;102000;51649AZ8017
11747;29/05/2020 00:00;139000;51454AL419510
11849;29/05/2020 00:00;115000;52121AE1512
12011;29/05/2020 00:00;84000;54526AB145216
12026;29/05/2020 00:00;61500;54578AC61021
12027;29/05/2020 00:00;93500;54395BN20053
12029;29/05/2020 00:00;67000;54547AH2912
12045;29/05/2020 00:00;890000;54395BY25312
12048;29/05/2020 00:00;54000;54395BM25354
12051;29/05/2020 00:00;85000;54432AE2662
12059;29/05/2020 00:00;110000;54252C6244
12071;29/05/2020 00:00;45000;54395AM917
12073;29/05/2020 00:00;229000;54395CR2093
12074;29/05/2020 00:00;47000;54150AE561
12093;29/05/2020 00:00;150000;54395BZ134
12157;29/05/2020 00:00;99640;54261AE4208
12166;29/05/2020 00:00;31000;5499D2514341
12224;29/05/2020 00:00;97000;54528AR14411
12314;29/05/2020 00:00;56000;56121AY6114
12318;29/05/2020 00:00;84000;56121BH21510
12320;29/05/2020 00:00;207000;56181AE2876
12326;29/05/2020 00:00;107000;5694AC2977
12332;29/05/2020 00:00;91000;56121DL7811
12451;29/05/2020 00:00;145000;5655AE765104
12454;29/05/2020 00:00;97500;5634AM46912
12455;29/05/2020 00:00;107000;56168AE18435
12463;29/05/2020 00:00;115000;5634AL33820
12661;29/05/2020 00:00;69500;59350OW14272
12667;29/05/2020 00:00;73200;59350RY763
12669;29/05/2020 00:00;226150;59350ET418870
12680;29/05/2020 00:00;93000;59368AW5134
12683;29/05/2020 00:00;135500;59350KN620
12684;29/05/2020 00:00;85000;59350SZ1616
12685;29/05/2020 00:00;232750;59350OV2344
12686;29/05/2020 00:00;101000;59507A49873
12714;29/05/2020 00:00;120280;59220AI3134
12748;29/05/2020 00:00;85000;59507B24343
12888;29/05/2020 00:00;287590;59512IN20011
12894;29/05/2020 00:00;367550;59360AK1482
12912;29/05/2020 00:00;68000;59360AE40078
12932;29/05/2020 00:00;169000;59163AW476126
13005;29/05/2020 00:00;484800;5990AT235
13014;29/05/2020 00:00;193000;59378BI35219
13016;29/05/2020 00:00;128500;59279AK40110
13035;29/05/2020 00:00;215000;59599HL120237
13048;29/05/2020 00:00;95000;59599EX867
13076;29/05/2020 00:00;139000;59574AN12941
13101;29/05/2020 00:00;107000;59606AT81943
13105;29/05/2020 00:00;83000;59606H11831
13160;29/05/2020 00:00;55000;6057ZA467129
13170;29/05/2020 00:00;35000;6057J81213
13173;29/05/2020 00:00;139500;60157AO18810
13260;29/05/2020 00:00;74000;60325AN1713
13262;29/05/2020 00:00;147000;60382AB1347
13266;29/05/2020 00:00;356000;60159BH21101
13422;29/05/2020 00:00;265000;60346BX44213
13427;29/05/2020 00:00;261000;60176AO9310
13428;29/05/2020 00:00;116000;60176AX6358
13429;29/05/2020 00:00;221000;60141AC327505
13444;29/05/2020 00:00;184340;60695AC33229
13463;29/05/2020 00:00;53000;60175BE1871383
13510;29/05/2020 00:00;168000;611AP5825
13546;29/05/2020 00:00;63000;6241BE74958
13550;29/05/2020 00:00;49000;6241BE7845
13584;29/05/2020 00:00;41885;62498BO28911
13661;29/05/2020 00:00;70000;6240F37830
13697;29/05/2020 00:00;48000;6398AD9333
13738;29/05/2020 00:00;138000;64511AP11382
13744;29/05/2020 00:00;145850;64445CT255101
13753;29/05/2020 00:00;100000;64129AC23228
13756;29/05/2020 00:00;65500;64445CN250209
13757;29/05/2020 00:00;139100;64445CS1183
13775;29/05/2020 00:00;116500;64445BN491
13779;29/05/2020 00:00;83660;64467AD961
13792;29/05/2020 00:00;214000;64445EL554122
13794;29/05/2020 00:00;84000;64445CO2739
13796;29/05/2020 00:00;62000;64445CN2443
13797;29/05/2020 00:00;41690;64445CL8119
13802;29/05/2020 00:00;48000;64445CR1563
13806;29/05/2020 00:00;218000;64445EM343
13821;29/05/2020 00:00;95000;64129AN227156
13822;29/05/2020 00:00;154000;64445AT181
13825;29/05/2020 00:00;54000;64129AH2831
13893;29/05/2020 00:00;210864,9;6424CT11117
13894;29/05/2020 00:00;155000;6424CX609100
14056;29/05/2020 00:00;145000;6682A27301
14371;29/05/2020 00:00;185436;69381AV4113
14375;29/05/2020 00:00;426430;69384AE862201
14383;29/05/2020 00:00;674380;69381AP678
14392;29/05/2020 00:00;532000;69385AO9846
14410;29/05/2020 00:00;511700;69384BD304
14424;29/05/2020 00:00;216500;693AA643
14427;29/05/2020 00:00;220000;69382AZ2922
14439;29/05/2020 00:00;385000;69384AP6219
14446;29/05/2020 00:00;140000;69381AB6022
14450;29/05/2020 00:00;469000;69389BL6337
14451;29/05/2020 00:00;107000;69389AB12289
14458;29/05/2020 00:00;323500;69389BM4430
14464;29/05/2020 00:00;252900;6934BK36747
14468;29/05/2020 00:00;366500;69385BI10819
14486;29/05/2020 00:00;93000;69389AS25162
14487;29/05/2020 00:00;969550;69382AI23136
14488;29/05/2020 00:00;221200;6934AT6217
14497;29/05/2020 00:00;275000;69381AP14245
14718;29/05/2020 00:00;160500;69383DP5145
14728;29/05/2020 00:00;170100;69383AO11417
14738;29/05/2020 00:00;830000;69386AN8311
14750;29/05/2020 00:00;169000;69387BO115150
14764;29/05/2020 00:00;194000;69388BP513
14767;29/05/2020 00:00;231000;69387AN7410
14772;29/05/2020 00:00;351900;69383CS310
14967;29/05/2020 00:00;175000;69282DE29159
14971;29/05/2020 00:00;180000;69266AV2273
14989;29/05/2020 00:00;170000;69266CN14639
14999;29/05/2020 00:00;145050;69266AY33385
15009;29/05/2020 00:00;202000;69275AX1840
15145;29/05/2020 00:00;642300;69202AL58100
15147;29/05/2020 00:00;342000;6927BO677
15148;29/05/2020 00:00;135000;69152AC28113
15181;29/05/2020 00:00;134500;6964AM58314
15312;29/05/2020 00:00;197280;6969AW6920
15318;29/05/2020 00:00;440000;69244AS433
15334;29/05/2020 00:00;187835;69244AO79153
15337;29/05/2020 00:00;314900;6989BC5349
15434;29/05/2020 00:00;106000;69264AC2345
15442;29/05/2020 00:00;175000;6924AD494
15454;29/05/2020 00:00;30000;6919AI46515
15456;29/05/2020 00:00;91200;69264AH39916
15459;29/05/2020 00:00;100000;69264AL327
15542;29/05/2020 00:00;21500;7176BW115
15549;29/05/2020 00:00;123500;71306BP4112
15585;29/05/2020 00:00;53000;71153AZ28325
15811;29/05/2020 00:00;75000;73257AH97811
15909;29/05/2020 00:00;263000;74104B7272
16127;29/05/2020 00:00;175000;74276J1658110
16129;29/05/2020 00:00;265000;7485B2435167
16134;29/05/2020 00:00;213400;7442AM14015
16137;29/05/2020 00:00;218670;74143B253326
16138;29/05/2020 00:00;102000;74236A2480176
16150;29/05/2020 00:00;320000;7456G3314103
16271;29/05/2020 00:00;168000;76429AK89107
16296;29/05/2020 00:00;71650;76498AX41525
16352;29/05/2020 00:00;121800;76451AX141211
16460;29/05/2020 00:00;134000;76351ID875
16467;29/05/2020 00:00;253500;76351II2113
16469;29/05/2020 00:00;288000;76351II2115
16475;29/05/2020 00:00;52000;76351JE1315
16481;29/05/2020 00:00;114000;76351M531083
16482;29/05/2020 00:00;199000;76351BG19716
16499;29/05/2020 00:00;83000;76351DC6410
16552;29/05/2020 00:00;50000;76259BW143112
16553;29/05/2020 00:00;43200;76384BI246311
16554;29/05/2020 00:00;105000;76259AE5402
16556;29/05/2020 00:00;118000;76259BP5491
16557;29/05/2020 00:00;65980;76406A3901
16896;29/05/2020 00:00;132000;77288AM24618
16900;29/05/2020 00:00;208000;7767AC710730
16922;29/05/2020 00:00;115000;77316166E19223
16957;29/05/2020 00:00;270000;77373AD55339
16965;29/05/2020 00:00;72000;77152AS215270
16969;29/05/2020 00:00;130000;77152AN46712
16970;29/05/2020 00:00;254830;77152AP386707
16993;29/05/2020 00:00;115000;7753AP31010
17004;29/05/2020 00:00;307000;77350BE9483
17008;29/05/2020 00:00;309000;77390D15605
17010;29/05/2020 00:00;257000;77373AD76282
17012;29/05/2020 00:00;470000;77373AM337
17020;29/05/2020 00:00;186500;77445ZH165414
17031;29/05/2020 00:00;137000;77445AP1287
17032;29/05/2020 00:00;156000;77186AK1172
17033;29/05/2020 00:00;160000;77152AK4143
17040;29/05/2020 00:00;350000;77186AL11615
17615;29/05/2020 00:00;218940;77468AE15826
17630;29/05/2020 00:00;102000;77153AH4541
17634;29/05/2020 00:00;189000;7785YA41310
17640;29/05/2020 00:00;405000;7783BH6971
17660;29/05/2020 00:00;215000;77181AC341027
17685;29/05/2020 00:00;109000;77514AL1886
17687;29/05/2020 00:00;191000;77513AC17312
17688;29/05/2020 00:00;178000;77513AC816
17689;29/05/2020 00:00;189000;77363C338
17690;29/05/2020 00:00;149900;77108BI2216
17696;29/05/2020 00:00;143000;77284BI8211050
17701;29/05/2020 00:00;225000;77169AM13228
17709;29/05/2020 00:00;310000;77284BC11191
17712;29/05/2020 00:00;334000;77307ZA164118
17715;29/05/2020 00:00;154000;77108AX17448
17723;29/05/2020 00:00;260000;7783AB70179
17725;29/05/2020 00:00;220000;7758ZB245123
17754;29/05/2020 00:00;167000;77121AB963
18158;29/05/2020 00:00;290000;78646AE28637
18163;29/05/2020 00:00;220000;78242AC5925
18169;29/05/2020 00:00;142000;78242AC334754
18179;29/05/2020 00:00;238500;78297AB4857
18186;29/05/2020 00:00;599500;78158524AD5364
18187;29/05/2020 00:00;380000;78646AZ1102172
18191;29/05/2020 00:00;274700;78423AZ399198
18197;29/05/2020 00:00;111801,5;78423BM2128
18219;29/05/2020 00:00;289000;78646BI22400
18224;29/05/2020 00:00;176000;78545AD12422
18227;29/05/2020 00:00;310000;78646BW17934
18228;29/05/2020 00:00;239000;78545AO131139
18229;29/05/2020 00:00;315000;78686AH50321
18572;29/05/2020 00:00;334000;78372AD69235
18573;29/05/2020 00:00;397310;78372AE95618
18577;29/05/2020 00:00;229000;78674AE289702
18578;29/05/2020 00:00;261200;78224AA842034
18587;29/05/2020 00:00;167000;78586AM1101
18608;29/05/2020 00:00;109257;7843AC71521
18610;29/05/2020 00:00;360000;78650AM1621096
18620;29/05/2020 00:00;181000;78146AO15424
18622;29/05/2020 00:00;120000;78311AR57211
18642;29/05/2020 00:00;145550;78586BP3225
18644;29/05/2020 00:00;416700;78358AL16312
18648;29/05/2020 00:00;463000;78311AP542116
18650;29/05/2020 00:00;277000;78146AI717193
18655;29/05/2020 00:00;384480;78311AW2692
18658;29/05/2020 00:00;355000;78124CA22346
18659;29/05/2020 00:00;250000;78190AN9932
18664;29/05/2020 00:00;763700;78190AK620243
18984;29/05/2020 00:00;220630;78380AC582
18986;29/05/2020 00:00;279360;78643AD97934
18989;29/05/2020 00:00;150000;78551AR12841
19007;29/05/2020 00:00;173000;78138AM30841
19008;29/05/2020 00:00;114000;7815AT5971016
19011;29/05/2020 00:00;198000;78123AK91231
19015;29/05/2020 00:00;330000;78367C85854
19018;29/05/2020 00:00;435000;78466AI3025
19022;29/05/2020 00:00;142000;78498BC1511033
19042;29/05/2020 00:00;69000;78401AC1704
19048;29/05/2020 00:00;158000;78401AC7593
19070;29/05/2020 00:00;197000;785BC30521
19074;29/05/2020 00:00;159000;78172AC301140
19080;29/05/2020 00:00;140400;78498AN5118
19203;29/05/2020 00:00;167500;78591AH7941
19206;29/05/2020 00:00;185000;78361AL522319
19208;29/05/2020 00:00;95000;78361AL51321
19385;29/05/2020 00:00;143250;78486AR14074
19479;29/05/2020 00:00;77000;79202AK997
19480;29/05/2020 00:00;93850;79191BR4777
19551;29/05/2020 00:00;80000;8021EV2305
19601;29/05/2020 00:00;63000;801AC69112
19626;29/05/2020 00:00;56500;8016AV52813
19649;29/05/2020 00:00;26000;8165AH314109
19717;29/05/2020 00:00;195000;82121BL3891409
19805;29/05/2020 00:00;70000;8350AB110914
19808;29/05/2020 00:00;153000;8399BC36366
19871;29/05/2020 00:00;137000;8312A62621
19878;29/05/2020 00:00;88000;8326AB2615
20154;29/05/2020 00:00;157000;83153AD209324
20155;29/05/2020 00:00;141500;83126AM139316
20157;29/05/2020 00:00;213000;83126AO12061
20176;29/05/2020 00:00;92500;83137AT5451
20194;29/05/2020 00:00;64500;83137CW37548
20199;29/05/2020 00:00;160000;8398AD5520
20203;29/05/2020 00:00;263000;83126AY10929
20209;29/05/2020 00:00;94000;83126AR100356
20214;29/05/2020 00:00;111000;83137CY9917
20221;29/05/2020 00:00;314000;83137AS6553
20222;29/05/2020 00:00;92000;83137CI30927
20657;29/05/2020 00:00;233000;83123AP3273
20666;29/05/2020 00:00;259000;83112CE24836
20679;29/05/2020 00:00;540000;8354AE25717
20686;29/05/2020 00:00;185000;8316AB12715
20688;29/05/2020 00:00;120000;8371BO1815
20709;29/05/2020 00:00;122750;839AL5591311
20713;29/05/2020 00:00;124000;8343AC1082
20734;29/05/2020 00:00;294500;83130AP2372
20741;29/05/2020 00:00;76500;8370BX6177
20815;29/05/2020 00:00;65000;8319AX235387
20943;29/05/2020 00:00;415000;847DI3154
21024;29/05/2020 00:00;143000;8454CP2274
21037;29/05/2020 00:00;164000;8435BX9325
21044;29/05/2020 00:00;108000;849F41012
21146;29/05/2020 00:00;81700;85191AH1266
21170;29/05/2020 00:00;31000;85128AP1473
21262;29/05/2020 00:00;52300;85226AW5123
21276;29/05/2020 00:00;77400;85226I17479
21389;29/05/2020 00:00;92000;8547AL5814
21417;29/05/2020 00:00;74000;8641BW32103
21509;29/05/2020 00:00;87000;8785PY5526
21516;29/05/2020 00:00;55500;8785DY20314
21592;29/05/2020 00:00;50000;88160AB6992
21593;29/05/2020 00:00;97000;88160AB6993
21599;29/05/2020 00:00;224500;88178AD1622
21649;29/05/2020 00:00;106470;88196AM405102
21692;29/05/2020 00:00;68000;88383AL5051
21719;29/05/2020 00:00;85000;89102YB18036
21721;29/05/2020 00:00;79900;8924EL194232
21731;29/05/2020 00:00;110000;89267C47411
21757;29/05/2020 00:00;335000;89387BX343
22031;29/05/2020 00:00;120000;91174AR38055
22049;29/05/2020 00:00;153000;91521AB88839
22055;29/05/2020 00:00;131000;91691AT625159
22061;29/05/2020 00:00;85000;91174BW5498
22072;29/05/2020 00:00;133300;91174AZ25640
22075;29/05/2020 00:00;168000;91421AB5469
22082;29/05/2020 00:00;135000;91215AB12123
22108;29/05/2020 00:00;209000;91691AM4771032
22109;29/05/2020 00:00;225000;91691AN1622
22148;29/05/2020 00:00;116000;91228182AP5926
22433;29/05/2020 00:00;147000;91345AC3349
